millis,stamp,datetime,ambient_temp,object_temp
3619999, 1736258753, "2025/1/7 14:5:53", 2.75, 0.89
3629999, 1736258763, "2025/1/7 14:6:3", 2.73, 0.85
3639999, 1736258773, "2025/1/7 14:6:13", 2.73, 0.91
3649999, 1736258783, "2025/1/7 14:6:23", 2.69, 0.91
3659999, 1736258793, "2025/1/7 14:6:33", 2.73, 0.91
3669999, 1736258803, "2025/1/7 14:6:43", 2.71, 0.83
3679998, 1736258813, "2025/1/7 14:6:53", 2.69, 0.79
3689999, 1736258823, "2025/1/7 14:7:3", 2.65, 0.87
3700000, 1736258833, "2025/1/7 14:7:13", 2.63, 0.77
3709999, 1736258843, "2025/1/7 14:7:23", 2.65, 0.89
3719999, 1736258853, "2025/1/7 14:7:33", 2.61, 0.83
3729999, 1736258863, "2025/1/7 14:7:43", 2.61, 0.83
3739999, 1736258873, "2025/1/7 14:7:53", 2.59, 0.87
3749999, 1736258883, "2025/1/7 14:8:3", 2.61, 0.95
3760000, 1736258893, "2025/1/7 14:8:13", 2.53, 0.85
3769999, 1736258903, "2025/1/7 14:8:23", 2.53, 0.91
3779999, 1736258913, "2025/1/7 14:8:33", 2.51, 0.91
3789999, 1736258923, "2025/1/7 14:8:43", 2.47, 0.83
3799999, 1736258933, "2025/1/7 14:8:53", 2.53, 0.85
3809999, 1736258943, "2025/1/7 14:9:3", 2.51, 0.81
3819999, 1736258953, "2025/1/7 14:9:13", 2.51, 0.85
3829999, 1736258963, "2025/1/7 14:9:23", 2.51, 0.85
3839998, 1736258973, "2025/1/7 14:9:33", 2.47, 0.75
3849999, 1736258983, "2025/1/7 14:9:43", 2.47, 0.85
3859999, 1736258993, "2025/1/7 14:9:53", 2.47, 0.77
3869999, 1736259003, "2025/1/7 14:10:3", 2.47, 0.77
3880000, 1736259013, "2025/1/7 14:10:13", 2.43, 0.79
3889999, 1736259023, "2025/1/7 14:10:23", 2.47, 0.83
3899999, 1736259033, "2025/1/7 14:10:33", 2.45, 0.73
3909999, 1736259043, "2025/1/7 14:10:43", 2.45, 0.87
3919998, 1736259053, "2025/1/7 14:10:53", 2.43, 0.73
3929999, 1736259063, "2025/1/7 14:11:3", 2.41, 0.69
3939999, 1736259073, "2025/1/7 14:11:13", 2.41, 0.79
3950000, 1736259083, "2025/1/7 14:11:23", 2.41, 0.93
3959999, 1736259093, "2025/1/7 14:11:33", 2.39, 0.81
3969999, 1736259103, "2025/1/7 14:11:43", 2.39, 0.77
3979999, 1736259113, "2025/1/7 14:11:53", 2.37, 0.79
3989999, 1736259123, "2025/1/7 14:12:3", 2.35, 0.89
3999998, 1736259133, "2025/1/7 14:12:13", 2.33, 0.81
4009999, 1736259143, "2025/1/7 14:12:23", 2.33, 0.75
4019999, 1736259153, "2025/1/7 14:12:33", 2.33, 0.79
4029999, 1736259163, "2025/1/7 14:12:43", 2.31, 0.81
4039999, 1736259173, "2025/1/7 14:12:53", 2.31, 0.71
4049999, 1736259183, "2025/1/7 14:13:3", 2.33, 0.81
4059999, 1736259193, "2025/1/7 14:13:13", 2.27, 0.75
4069999, 1736259203, "2025/1/7 14:13:23", 2.31, 0.77
4079998, 1736259213, "2025/1/7 14:13:33", 2.27, 0.91
4089999, 1736259223, "2025/1/7 14:13:43", 2.29, 0.77
4099999, 1736259233, "2025/1/7 14:13:53", 2.27, 0.87
4109999, 1736259243, "2025/1/7 14:14:3", 2.31, 0.73
4120000, 1736259253, "2025/1/7 14:14:13", 2.27, 0.85
4129998, 1736259263, "2025/1/7 14:14:23", 2.29, 0.77
4139999, 1736259273, "2025/1/7 14:14:33", 2.25, 0.77
4149999, 1736259283, "2025/1/7 14:14:43", 2.27, 0.77
4159998, 1736259293, "2025/1/7 14:14:53", 2.27, 0.91
4169999, 1736259303, "2025/1/7 14:15:3", 2.25, 0.81
4179999, 1736259313, "2025/1/7 14:15:13", 2.25, 0.85
4189999, 1736259323, "2025/1/7 14:15:23", 2.27, 0.79
4199999, 1736259333, "2025/1/7 14:15:33", 2.21, 0.75
4209999, 1736259343, "2025/1/7 14:15:43", 2.23, 0.73
4220000, 1736259353, "2025/1/7 14:15:53", 2.27, 0.69
4229999, 1736259363, "2025/1/7 14:16:3", 2.21, 0.79
4240000, 1736259373, "2025/1/7 14:16:13", 2.21, 0.85
4249999, 1736259383, "2025/1/7 14:16:23", 2.19, 0.61
4259999, 1736259393, "2025/1/7 14:16:33", 2.21, 0.91
4269999, 1736259403, "2025/1/7 14:16:43", 2.21, 0.89
4279999, 1736259413, "2025/1/7 14:16:53", 2.19, 0.81
4289999, 1736259423, "2025/1/7 14:17:3", 2.21, 0.73
4299999, 1736259433, "2025/1/7 14:17:13", 2.15, 0.79
4309999, 1736259443, "2025/1/7 14:17:23", 2.15, 0.81
4319998, 1736259453, "2025/1/7 14:17:33", 2.15, 0.81
4329999, 1736259463, "2025/1/7 14:17:43", 2.13, 0.81
4339999, 1736259473, "2025/1/7 14:17:53", 2.13, 0.69
4349999, 1736259483, "2025/1/7 14:18:3", 2.15, 0.79
4359999, 1736259493, "2025/1/7 14:18:13", 2.11, 0.77
4369999, 1736259503, "2025/1/7 14:18:23", 2.11, 0.75
4379999, 1736259513, "2025/1/7 14:18:33", 2.09, 0.75
4389999, 1736259523, "2025/1/7 14:18:43", 2.11, 0.75
4399998, 1736259533, "2025/1/7 14:18:53", 2.13, 0.75
4409999, 1736259543, "2025/1/7 14:19:3", 2.11, 0.77
4419999, 1736259553, "2025/1/7 14:19:13", 2.09, 0.77
4430000, 1736259563, "2025/1/7 14:19:23", 2.11, 0.69
4439999, 1736259573, "2025/1/7 14:19:33", 2.09, 0.71
4449999, 1736259583, "2025/1/7 14:19:43", 2.09, 0.73
4459999, 1736259593, "2025/1/7 14:19:53", 2.09, 0.67
4469999, 1736259603, "2025/1/7 14:20:3", 2.09, 0.75
4480001, 1736259613, "2025/1/7 14:20:13", 2.07, 0.71
4489999, 1736259623, "2025/1/7 14:20:23", 2.07, 0.77
4499999, 1736259633, "2025/1/7 14:20:33", 2.07, 0.75
4510000, 1736259643, "2025/1/7 14:20:43", 2.07, 0.75
4519999, 1736259653, "2025/1/7 14:20:53", 2.05, 0.71
4529999, 1736259663, "2025/1/7 14:21:3", 2.09, 0.75
4539999, 1736259673, "2025/1/7 14:21:13", 2.03, 0.81
4549999, 1736259683, "2025/1/7 14:21:23", 2.05, 0.75
4560000, 1736259693, "2025/1/7 14:21:33", 2.03, 0.85
4569999, 1736259703, "2025/1/7 14:21:43", 2.03, 0.77
4579999, 1736259713, "2025/1/7 14:21:53", 2.05, 0.75
4590000, 1736259723, "2025/1/7 14:22:3", 2.07, 0.75
4599999, 1736259733, "2025/1/7 14:22:13", 2.01, 0.77
4609999, 1736259743, "2025/1/7 14:22:23", 2.01, 0.75
4619999, 1736259753, "2025/1/7 14:22:33", 2.01, 0.75
4629999, 1736259763, "2025/1/7 14:22:43", 1.99, 0.75
4639998, 1736259773, "2025/1/7 14:22:53", 2.01, 0.75
4649999, 1736259783, "2025/1/7 14:23:3", 2.01, 0.85
4659999, 1736259793, "2025/1/7 14:23:13", 2.03, 0.87
4669999, 1736259803, "2025/1/7 14:23:23", 2.03, 0.79
4679999, 1736259813, "2025/1/7 14:23:33", 2.01, 0.83
4690000, 1736259823, "2025/1/7 14:23:43", 1.99, 0.81
4699999, 1736259833, "2025/1/7 14:23:53", 2.03, 0.75
4709999, 1736259843, "2025/1/7 14:24:3", 1.99, 0.81
4720000, 1736259853, "2025/1/7 14:24:13", 1.99, 0.81
4729999, 1736259863, "2025/1/7 14:24:23", 1.97, 0.67
4739999, 1736259873, "2025/1/7 14:24:33", 1.95, 0.75
4749999, 1736259883, "2025/1/7 14:24:43", 1.97, 0.79
4759999, 1736259893, "2025/1/7 14:24:53", 1.97, 0.81
4769999, 1736259903, "2025/1/7 14:25:3", 1.97, 0.85
4779999, 1736259913, "2025/1/7 14:25:13", 1.95, 0.71
4789999, 1736259923, "2025/1/7 14:25:23", 1.97, 0.75
4799998, 1736259933, "2025/1/7 14:25:33", 1.97, 0.81
4809999, 1736259943, "2025/1/7 14:25:43", 1.95, 0.77
4819999, 1736259953, "2025/1/7 14:25:53", 1.99, 0.71
4830000, 1736259963, "2025/1/7 14:26:3", 1.95, 0.71
4839999, 1736259973, "2025/1/7 14:26:13", 1.95, 0.65
4849999, 1736259983, "2025/1/7 14:26:23", 1.97, 0.63
4859999, 1736259993, "2025/1/7 14:26:33", 1.97, 0.81
4869999, 1736260003, "2025/1/7 14:26:43", 1.97, 0.77
4880000, 1736260013, "2025/1/7 14:26:53", 1.95, 0.77
4890000, 1736260023, "2025/1/7 14:27:3", 1.95, 0.73
4899999, 1736260033, "2025/1/7 14:27:13", 1.93, 0.75
4909999, 1736260043, "2025/1/7 14:27:23", 1.89, 0.73
4920000, 1736260053, "2025/1/7 14:27:33", 1.97, 0.69
4929999, 1736260063, "2025/1/7 14:27:43", 1.97, 0.83
4939999, 1736260073, "2025/1/7 14:27:53", 1.97, 0.69
4949999, 1736260083, "2025/1/7 14:28:3", 1.91, 0.73
4959998, 1736260093, "2025/1/7 14:28:13", 1.95, 0.87
4969999, 1736260103, "2025/1/7 14:28:23", 1.97, 0.79
4979999, 1736260113, "2025/1/7 14:28:33", 1.95, 0.81
4989999, 1736260123, "2025/1/7 14:28:43", 1.91, 0.69
4999999, 1736260133, "2025/1/7 14:28:53", 1.93, 0.73
5009999, 1736260143, "2025/1/7 14:29:3", 1.95, 0.69
5019999, 1736260153, "2025/1/7 14:29:13", 1.93, 0.73
5029999, 1736260163, "2025/1/7 14:29:23", 1.93, 0.79
5039998, 1736260173, "2025/1/7 14:29:33", 1.91, 0.77
5049999, 1736260183, "2025/1/7 14:29:43", 1.93, 0.79
5059999, 1736260193, "2025/1/7 14:29:53", 1.91, 0.67
5069999, 1736260203, "2025/1/7 14:30:3", 1.89, 0.77
5080000, 1736260213, "2025/1/7 14:30:13", 1.89, 0.77
5089999, 1736260223, "2025/1/7 14:30:23", 1.89, 0.75
5099999, 1736260233, "2025/1/7 14:30:33", 1.89, 0.77
5109999, 1736260243, "2025/1/7 14:30:43", 1.89, 0.81
5119998, 1736260253, "2025/1/7 14:30:53", 1.91, 0.87
5129999, 1736260263, "2025/1/7 14:31:3", 1.93, 0.79
5139999, 1736260273, "2025/1/7 14:31:13", 1.91, 0.81
5149999, 1736260283, "2025/1/7 14:31:23", 1.89, 0.75
5159999, 1736260293, "2025/1/7 14:31:33", 1.91, 0.69
5169999, 1736260303, "2025/1/7 14:31:43", 1.89, 0.75
5180000, 1736260313, "2025/1/7 14:31:53", 1.89, 0.81
5189999, 1736260323, "2025/1/7 14:32:3", 1.87, 0.73
5200000, 1736260333, "2025/1/7 14:32:13", 1.87, 0.71
5209999, 1736260343, "2025/1/7 14:32:23", 1.89, 0.87
5219999, 1736260353, "2025/1/7 14:32:33", 1.87, 0.79
5229999, 1736260363, "2025/1/7 14:32:43", 1.87, 0.81
5239999, 1736260373, "2025/1/7 14:32:53", 1.83, 0.69
5249999, 1736260383, "2025/1/7 14:33:3", 1.87, 0.73
5260000, 1736260393, "2025/1/7 14:33:13", 1.85, 0.71
5269999, 1736260403, "2025/1/7 14:33:23", 1.87, 0.79
5280000, 1736260413, "2025/1/7 14:33:33", 1.83, 0.73
5289999, 1736260423, "2025/1/7 14:33:43", 1.87, 0.83
5299999, 1736260433, "2025/1/7 14:33:53", 1.87, 0.81
5309999, 1736260443, "2025/1/7 14:34:3", 1.85, 0.77
5319999, 1736260453, "2025/1/7 14:34:13", 1.89, 0.69
5329999, 1736260463, "2025/1/7 14:34:23", 1.83, 0.79
5339999, 1736260473, "2025/1/7 14:34:33", 1.85, 0.75
5349999, 1736260483, "2025/1/7 14:34:43", 1.87, 0.75
5360000, 1736260493, "2025/1/7 14:34:53", 1.87, 0.81
5369999, 1736260503, "2025/1/7 14:35:3", 1.89, 0.79
5379999, 1736260513, "2025/1/7 14:35:13", 1.89, 0.71
5389999, 1736260523, "2025/1/7 14:35:23", 1.91, 0.73
5399999, 1736260533, "2025/1/7 14:35:33", 1.89, 0.71
5409999, 1736260543, "2025/1/7 14:35:43", 1.87, 0.75
5419999, 1736260553, "2025/1/7 14:35:53", 1.89, 0.79
5429999, 1736260563, "2025/1/7 14:36:3", 1.87, 0.79
5440000, 1736260573, "2025/1/7 14:36:13", 1.83, 0.73
5450000, 1736260583, "2025/1/7 14:36:23", 1.87, 0.77
5459999, 1736260593, "2025/1/7 14:36:33", 1.87, 0.71
5470000, 1736260603, "2025/1/7 14:36:43", 1.85, 0.73
5479999, 1736260613, "2025/1/7 14:36:53", 1.83, 0.67
5489999, 1736260623, "2025/1/7 14:37:3", 1.87, 0.87
5499999, 1736260633, "2025/1/7 14:37:13", 1.87, 0.71
5509999, 1736260643, "2025/1/7 14:37:23", 1.85, 0.79
5519998, 1736260653, "2025/1/7 14:37:33", 1.85, 0.77
5529999, 1736260663, "2025/1/7 14:37:43", 1.83, 0.77
5540000, 1736260673, "2025/1/7 14:37:53", 1.83, 0.73
5549999, 1736260683, "2025/1/7 14:38:3", 1.83, 0.71
5559999, 1736260693, "2025/1/7 14:38:13", 1.85, 0.75
5569999, 1736260703, "2025/1/7 14:38:23", 1.83, 0.61
5579999, 1736260713, "2025/1/7 14:38:33", 1.87, 0.75
5590000, 1736260723, "2025/1/7 14:38:43", 1.85, 0.83
5599998, 1736260733, "2025/1/7 14:38:53", 1.85, 0.75
5609999, 1736260743, "2025/1/7 14:39:3", 1.83, 0.71
5620000, 1736260753, "2025/1/7 14:39:13", 1.79, 0.73
5629999, 1736260763, "2025/1/7 14:39:23", 1.85, 0.85
5639999, 1736260773, "2025/1/7 14:39:33", 1.85, 0.63
5650000, 1736260783, "2025/1/7 14:39:43", 1.85, 0.81
5659999, 1736260792, "2025/1/7 14:39:52", 1.85, 0.75
5669999, 1736260803, "2025/1/7 14:40:3", 1.85, 0.79
5679998, 1736260813, "2025/1/7 14:40:13", 1.85, 0.73
5689999, 1736260823, "2025/1/7 14:40:23", 1.83, 0.77
5699999, 1736260833, "2025/1/7 14:40:33", 1.85, 0.81
5709999, 1736260843, "2025/1/7 14:40:43", 1.85, 0.81
5719999, 1736260853, "2025/1/7 14:40:53", 1.83, 0.75
5729999, 1736260863, "2025/1/7 14:41:3", 1.83, 0.71
5739999, 1736260873, "2025/1/7 14:41:13", 1.83, 0.67
5749999, 1736260883, "2025/1/7 14:41:23", 1.83, 0.75
5760000, 1736260892, "2025/1/7 14:41:32", 1.85, 0.73
5769999, 1736260902, "2025/1/7 14:41:42", 1.83, 0.67
5779999, 1736260912, "2025/1/7 14:41:52", 1.83, 0.79
5789999, 1736260922, "2025/1/7 14:42:2", 1.81, 0.75
5799999, 1736260932, "2025/1/7 14:42:12", 1.85, 0.75
5809999, 1736260942, "2025/1/7 14:42:22", 1.83, 0.81
5820000, 1736260952, "2025/1/7 14:42:32", 1.79, 0.69
5829998, 1736260962, "2025/1/7 14:42:42", 1.83, 0.61
5840000, 1736260972, "2025/1/7 14:42:52", 1.83, 0.73
5850000, 1736260982, "2025/1/7 14:43:2", 1.83, 0.71
5859998, 1736260992, "2025/1/7 14:43:12", 1.85, 0.69
5869999, 1736261002, "2025/1/7 14:43:22", 1.83, 0.71
5879999, 1736261012, "2025/1/7 14:43:32", 1.85, 0.71
5889999, 1736261022, "2025/1/7 14:43:42", 1.83, 0.85
5900000, 1736261032, "2025/1/7 14:43:52", 1.83, 0.75
5909999, 1736261042, "2025/1/7 14:44:2", 1.79, 0.67
5920000, 1736261052, "2025/1/7 14:44:12", 1.83, 0.67
5930000, 1736261062, "2025/1/7 14:44:22", 1.83, 0.79
5939999, 1736261072, "2025/1/7 14:44:32", 1.85, 0.73
5950000, 1736261082, "2025/1/7 14:44:42", 1.83, 0.75
5959999, 1736261092, "2025/1/7 14:44:52", 1.83, 0.71
5969999, 1736261102, "2025/1/7 14:45:2", 1.81, 0.81
5979999, 1736261112, "2025/1/7 14:45:12", 1.77, 0.71
5989999, 1736261122, "2025/1/7 14:45:22", 1.79, 0.69
5999998, 1736261132, "2025/1/7 14:45:32", 1.79, 0.61
6010000, 1736261142, "2025/1/7 14:45:42", 1.81, 0.75
6019999, 1736261152, "2025/1/7 14:45:52", 1.83, 0.71
6030000, 1736261162, "2025/1/7 14:46:2", 1.83, 0.85
6039999, 1736261172, "2025/1/7 14:46:12", 1.81, 0.75
6049999, 1736261182, "2025/1/7 14:46:22", 1.81, 0.71
6059999, 1736261192, "2025/1/7 14:46:32", 1.81, 0.73
6070000, 1736261202, "2025/1/7 14:46:42", 1.79, 0.73
6079998, 1736261212, "2025/1/7 14:46:52", 1.81, 0.73
6089999, 1736261222, "2025/1/7 14:47:2", 1.77, 0.83
6099999, 1736261232, "2025/1/7 14:47:12", 1.79, 0.75
6109999, 1736261242, "2025/1/7 14:47:22", 1.79, 0.71
6119999, 1736261252, "2025/1/7 14:47:32", 1.77, 0.69
6129998, 1736261262, "2025/1/7 14:47:42", 1.77, 0.67
6139999, 1736261272, "2025/1/7 14:47:52", 1.79, 0.65
6149999, 1736261282, "2025/1/7 14:48:2", 1.79, 0.71
6159998, 1736261292, "2025/1/7 14:48:12", 1.77, 0.81
6169999, 1736261302, "2025/1/7 14:48:22", 1.77, 0.69
6179999, 1736261312, "2025/1/7 14:48:32", 1.79, 0.81
6189999, 1736261322, "2025/1/7 14:48:42", 1.79, 0.77
6199999, 1736261332, "2025/1/7 14:48:52", 1.77, 0.71
6209999, 1736261342, "2025/1/7 14:49:2", 1.77, 0.69
6220000, 1736261352, "2025/1/7 14:49:12", 1.77, 0.79
6229999, 1736261362, "2025/1/7 14:49:22", 1.75, 0.71
6240000, 1736261372, "2025/1/7 14:49:32", 1.77, 0.71
6249999, 1736261382, "2025/1/7 14:49:42", 1.77, 0.69
6259999, 1736261392, "2025/1/7 14:49:52", 1.77, 0.73
6269999, 1736261402, "2025/1/7 14:50:2", 1.75, 0.85
6279999, 1736261412, "2025/1/7 14:50:12", 1.77, 0.77
6289999, 1736261422, "2025/1/7 14:50:22", 1.77, 0.73
6299999, 1736261432, "2025/1/7 14:50:32", 1.75, 0.71
6309999, 1736261442, "2025/1/7 14:50:42", 1.75, 0.71
6319998, 1736261452, "2025/1/7 14:50:52", 1.77, 0.77
6329999, 1736261462, "2025/1/7 14:51:2", 1.77, 0.81
6340000, 1736261472, "2025/1/7 14:51:12", 1.75, 0.61
6349999, 1736261482, "2025/1/7 14:51:22", 1.77, 0.65
6359999, 1736261492, "2025/1/7 14:51:32", 1.77, 0.69
6369999, 1736261502, "2025/1/7 14:51:42", 1.75, 0.65
6379999, 1736261512, "2025/1/7 14:51:52", 1.77, 0.65
6389999, 1736261522, "2025/1/7 14:52:2", 1.77, 0.65
6400000, 1736261532, "2025/1/7 14:52:12", 1.75, 0.77
6409999, 1736261542, "2025/1/7 14:52:22", 1.73, 0.69
6419999, 1736261552, "2025/1/7 14:52:32", 1.73, 0.77
6430000, 1736261562, "2025/1/7 14:52:42", 1.75, 0.73
6439999, 1736261572, "2025/1/7 14:52:52", 1.75, 0.65
6449999, 1736261582, "2025/1/7 14:53:2", 1.77, 0.75
6459999, 1736261592, "2025/1/7 14:53:12", 1.77, 0.75
6469999, 1736261602, "2025/1/7 14:53:22", 1.75, 0.65
6480000, 1736261612, "2025/1/7 14:53:32", 1.77, 0.73
6489999, 1736261622, "2025/1/7 14:53:42", 1.71, 0.79
6499999, 1736261632, "2025/1/7 14:53:52", 1.75, 0.81
6509999, 1736261642, "2025/1/7 14:54:2", 1.71, 0.63
6519999, 1736261652, "2025/1/7 14:54:12", 1.71, 0.65
6529999, 1736261662, "2025/1/7 14:54:22", 1.73, 0.75
6539999, 1736261672, "2025/1/7 14:54:32", 1.71, 0.69
6549999, 1736261682, "2025/1/7 14:54:42", 1.71, 0.73
6560000, 1736261692, "2025/1/7 14:54:52", 1.71, 0.73
6569999, 1736261702, "2025/1/7 14:55:2", 1.71, 0.67
6579999, 1736261712, "2025/1/7 14:55:12", 1.73, 0.77
6589999, 1736261722, "2025/1/7 14:55:22", 1.67, 0.65
6599999, 1736261732, "2025/1/7 14:55:32", 1.69, 0.69
6609999, 1736261742, "2025/1/7 14:55:42", 1.71, 0.57
6619999, 1736261752, "2025/1/7 14:55:52", 1.71, 0.77
6629999, 1736261762, "2025/1/7 14:56:2", 1.71, 0.73
6639998, 1736261772, "2025/1/7 14:56:12", 1.67, 0.59
6649999, 1736261782, "2025/1/7 14:56:22", 1.71, 0.65
6659999, 1736261792, "2025/1/7 14:56:32", 1.71, 0.77
6669999, 1736261802, "2025/1/7 14:56:42", 1.67, 0.63
6679999, 1736261812, "2025/1/7 14:56:52", 1.73, 0.67
6689999, 1736261822, "2025/1/7 14:57:2", 1.67, 0.67
6699999, 1736261832, "2025/1/7 14:57:12", 1.67, 0.65
6709999, 1736261842, "2025/1/7 14:57:22", 1.63, 0.69
6719998, 1736261852, "2025/1/7 14:57:32", 1.67, 0.79
6729999, 1736261862, "2025/1/7 14:57:42", 1.67, 0.63
6740000, 1736261872, "2025/1/7 14:57:52", 1.67, 0.67
6749999, 1736261882, "2025/1/7 14:58:2", 1.67, 0.65
6759999, 1736261892, "2025/1/7 14:58:12", 1.67, 0.73
6769999, 1736261902, "2025/1/7 14:58:22", 1.63, 0.67
6779999, 1736261912, "2025/1/7 14:58:32", 1.67, 0.73
6789999, 1736261922, "2025/1/7 14:58:42", 1.67, 0.85
6799998, 1736261932, "2025/1/7 14:58:52", 1.63, 0.79
6809999, 1736261942, "2025/1/7 14:59:2", 1.65, 0.75
6819999, 1736261952, "2025/1/7 14:59:12", 1.61, 0.71
6829999, 1736261962, "2025/1/7 14:59:22", 1.65, 0.71
6839999, 1736261972, "2025/1/7 14:59:32", 1.61, 0.61
6849999, 1736261982, "2025/1/7 14:59:42", 1.63, 0.69
6859999, 1736261992, "2025/1/7 14:59:52", 1.63, 0.79
6869999, 1736262002, "2025/1/7 15:0:2", 1.65, 0.63
6880000, 1736262012, "2025/1/7 15:0:12", 1.63, 0.75
6889999, 1736262022, "2025/1/7 15:0:22", 1.63, 0.67
6899999, 1736262032, "2025/1/7 15:0:32", 1.65, 0.71
6909999, 1736262042, "2025/1/7 15:0:42", 1.63, 0.59
6919999, 1736262052, "2025/1/7 15:0:52", 1.63, 0.65
6929999, 1736262062, "2025/1/7 15:1:2", 1.61, 0.81
6939999, 1736262072, "2025/1/7 15:1:12", 1.65, 0.59
6949999, 1736262082, "2025/1/7 15:1:22", 1.67, 0.85
6959998, 1736262092, "2025/1/7 15:1:32", 1.63, 0.67
6969999, 1736262102, "2025/1/7 15:1:42", 1.63, 0.73
6980000, 1736262112, "2025/1/7 15:1:52", 1.63, 0.79
6989999, 1736262122, "2025/1/7 15:2:2", 1.63, 0.65
6999999, 1736262132, "2025/1/7 15:2:12", 1.63, 0.73
7009999, 1736262142, "2025/1/7 15:2:22", 1.61, 0.67
7019999, 1736262152, "2025/1/7 15:2:32", 1.63, 0.77
7029999, 1736262162, "2025/1/7 15:2:42", 1.61, 0.69
7040000, 1736262172, "2025/1/7 15:2:52", 1.63, 0.71
7049999, 1736262182, "2025/1/7 15:3:2", 1.59, 0.77
7059999, 1736262192, "2025/1/7 15:3:12", 1.59, 0.69
7070000, 1736262202, "2025/1/7 15:3:22", 1.61, 0.67
7079999, 1736262212, "2025/1/7 15:3:32", 1.61, 0.69
7089999, 1736262222, "2025/1/7 15:3:42", 1.63, 0.77
7099999, 1736262232, "2025/1/7 15:3:52", 1.61, 0.73
7109999, 1736262242, "2025/1/7 15:4:2", 1.63, 0.71
7119998, 1736262252, "2025/1/7 15:4:12", 1.61, 0.79
7129999, 1736262262, "2025/1/7 15:4:22", 1.63, 0.77
7139999, 1736262272, "2025/1/7 15:4:32", 1.63, 0.71
7149999, 1736262282, "2025/1/7 15:4:42", 1.57, 0.71
7159999, 1736262292, "2025/1/7 15:4:52", 1.61, 0.67
7169999, 1736262302, "2025/1/7 15:5:2", 1.63, 0.77
7180000, 1736262312, "2025/1/7 15:5:12", 1.59, 0.69
7189999, 1736262322, "2025/1/7 15:5:22", 1.57, 0.65
7199998, 1736262332, "2025/1/7 15:5:32", 1.57, 0.65
7209999, 1736262342, "2025/1/7 15:5:42", 1.57, 0.73
7219999, 1736262352, "2025/1/7 15:5:52", 1.59, 0.77
7229999, 1736262362, "2025/1/7 15:6:2", 1.59, 0.77
7239999, 1736262372, "2025/1/7 15:6:12", 1.55, 0.63
7249999, 1736262382, "2025/1/7 15:6:22", 1.61, 0.71
7259999, 1736262392, "2025/1/7 15:6:32", 1.57, 0.65
7269999, 1736262402, "2025/1/7 15:6:42", 1.59, 0.79
7279998, 1736262412, "2025/1/7 15:6:52", 1.59, 0.71
7289999, 1736262422, "2025/1/7 15:7:2", 1.53, 0.67
7300000, 1736262432, "2025/1/7 15:7:12", 1.57, 0.61
7309999, 1736262442, "2025/1/7 15:7:22", 1.59, 0.73
7319999, 1736262452, "2025/1/7 15:7:32", 1.57, 0.69
7330000, 1736262462, "2025/1/7 15:7:42", 1.57, 0.69
7339999, 1736262472, "2025/1/7 15:7:52", 1.57, 0.69
7349999, 1736262482, "2025/1/7 15:8:2", 1.57, 0.65
7360000, 1736262492, "2025/1/7 15:8:12", 1.59, 0.75
